flow_row_id,id.orig_p,id.resp_p,duration,orig_bytes,resp_bytes,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,proto,service,conn_state,history,label
21,68,67,0.000921,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
22,50781,1900,15.122507,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
23,1900,50781,18.166054,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
24,64916,5355,0.099946,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
25,68,67,0.000697,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
26,50781,1900,15.151138,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
27,1900,50781,17.50139,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
28,59953,5355,0.099817,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
29,68,67,0.000691,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
30,50781,1900,15.143365,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
31,1900,50781,16.404714,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
32,62625,5355,0.101703,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
33,68,67,0.001014,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
34,50781,1900,15.033371,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
35,1900,50781,16.095658,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
36,57234,5355,0.101915,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
37,68,67,0.000675,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
38,50781,1900,15.166241,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
39,1900,50781,16.500984,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
40,58128,5355,0.100148,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
41,68,67,0.000885,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
42,50781,1900,15.128088,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
43,1900,50781,17.001853,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
44,54796,5355,0.100408,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
45,68,67,0.0007,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
46,50781,1900,15.142775,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
47,1900,50781,16.410296,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
48,137,137,0.000192,550.0,0.0,0,11,858,0,0,udp,dns,S0,D,0
49,138,138,6.910243,3402.0,0.0,0,14,3794,0,0,udp,missing,S0,D,0
50,62324,5355,0.099991,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
51,68,67,0.000758,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
52,50781,1900,15.173587,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
53,1900,50781,16.513008,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
54,60343,5355,0.102765,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
55,68,67,0.000925,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
56,50781,1900,15.15063,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
57,1900,50781,18.617024,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
58,137,137,6.957963,1100.0,0.0,0,22,1716,0,0,udp,dns,S0,D,0
59,138,138,6.95792,3240.0,0.0,0,12,3576,0,0,udp,missing,S0,D,0
60,56972,5355,0.102336,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
61,68,67,0.000697,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
62,50781,1900,15.135335,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
63,1900,50781,16.303968,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
64,64173,5355,0.100452,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
65,68,67,0.000922,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
66,50781,1900,15.131656,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
67,1900,50781,16.766419,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
68,55948,5355,0.104116,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
69,68,67,0.000881,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
70,50781,1900,15.153324,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
71,1900,50781,15.205189,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
72,61294,5355,0.10209,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
73,68,67,0.000668,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
74,50781,1900,15.179676,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
75,1900,50781,16.51047,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
76,62436,5355,0.10121,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
77,68,67,0.000836,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
78,50781,1900,15.146432,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
79,1900,50781,16.415613,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
80,56657,5355,0.103369,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
81,68,67,0.000675,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
82,50781,1900,15.121782,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
83,1900,50781,16.318549,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
84,56645,5355,0.09948,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
85,68,67,0.000913,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
86,50781,1900,15.00814,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
87,1900,50781,16.099521,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
88,64880,5355,0.100894,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
89,68,67,0.00067,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
90,50781,1900,15.010093,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
91,1900,50781,16.897118,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
92,51613,5355,0.099785,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
93,68,67,0.000908,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
94,50781,1900,15.005759,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
95,1900,50781,17.819772,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
96,64501,5355,0.099474,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
97,68,67,0.000948,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
98,50781,1900,15.006601,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
99,1900,50781,17.813073,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
100,51970,5355,0.098954,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
101,68,67,0.000967,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
102,50781,1900,15.006742,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
103,1900,50781,19.172055,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
104,50111,5355,0.098399,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
105,68,67,0.000937,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
106,50781,1900,15.006067,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
107,1900,50781,21.725285,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
108,55053,5355,0.100738,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
109,68,67,0.000946,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
110,50781,1900,15.005659,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
111,1900,50781,18.715802,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
112,50642,5355,0.099201,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
113,68,67,0.000682,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
114,50781,1900,15.010202,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
115,1900,50781,18.910359,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
116,59489,5355,0.099626,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
117,68,67,0.000898,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
118,50781,1900,15.007986,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
119,1900,50781,18.213456,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
120,51319,5355,0.101748,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
121,68,67,0.000663,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
122,50781,1900,15.008989,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
123,1900,50781,17.118204,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
124,54056,5355,0.099204,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
125,68,67,0.000685,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
126,50781,1900,15.011313,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
127,1900,50781,17.11116,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
128,52543,5355,0.098821,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
129,68,67,0.0007,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
130,50781,1900,15.004723,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
131,1900,50781,16.697018,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
132,137,137,6.88377,1100.0,0.0,0,22,1716,0,0,udp,dns,S0,D,0
133,138,138,6.883756,3240.0,0.0,0,12,3576,0,0,udp,missing,S0,D,0
134,138,138,6.838718,3159.0,0.0,0,13,3523,0,0,udp,missing,S0,D,0
135,62047,5355,0.101697,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
136,68,67,0.000931,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
137,50781,1900,15.005744,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
138,1900,50781,18.506997,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
139,49438,80,23.913661,468.0,1478.0,0,18,1728,14,6496,tcp,http,RSTO,ShADTadtR,0
140,49439,80,19.400966,191.0,1322.0,0,12,910,8,5632,tcp,http,RSTO,ShADTadtR,0
141,68,67,2.998435,3600.0,0.0,0,12,3936,0,0,udp,dhcp,S0,D,0
142,62472,5355,0.099146,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
143,68,67,0.000711,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
144,49441,443,119.932864,52116.0,16117.0,0,100,108256,64,34818,tcp,ssl,RSTO,ShADTdtaTtR,0
145,49440,80,119.994352,372.0,714.0,0,20,1616,16,3520,tcp,http,RSTO,ShADTadtR,0
146,50781,1900,15.008281,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
147,1900,50781,18.572488,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
148,49442,80,119.996634,286.0,290.0,0,12,1100,10,1584,tcp,http,RSTO,ShADTadtR,0
149,55574,5355,0.0994,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
150,68,67,0.000681,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
151,50781,1900,15.006006,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
152,1900,50781,16.304863,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
153,52580,5355,0.101299,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
154,68,67,0.000665,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
155,50781,1900,15.007184,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
156,1900,50781,17.104808,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
157,62363,5355,0.097799,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
158,68,67,0.000672,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
159,50781,1900,15.000437,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
160,1900,50781,17.408143,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
161,61838,5355,0.098607,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
162,68,67,0.000681,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
163,50781,1900,15.006741,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
164,1900,50781,18.075624,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
165,49199,5355,0.098268,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
166,68,67,0.000945,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
167,50781,1900,15.010078,8645.0,0.0,0,65,10465,0,0,udp,missing,S0,D,0
168,1900,50781,16.204259,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
169,54780,5355,0.098946,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
170,68,67,0.000969,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
171,50781,1900,15.006161,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
172,1900,50781,15.900901,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
173,59266,5355,0.10188,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
174,68,67,0.000672,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
175,50781,1900,15.008016,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
176,1900,50781,16.116197,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
177,50641,5355,0.101822,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
178,68,67,0.000889,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
179,50781,1900,15.005732,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
180,1900,50781,16.614482,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
181,63936,5355,0.100209,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
182,68,67,0.000669,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
183,50781,1900,15.008301,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
184,1900,50781,18.716721,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
185,53219,5355,0.10009,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
186,68,67,0.000889,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
187,50781,1900,15.005443,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
188,1900,50781,16.612574,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
189,62408,5355,0.098736,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
190,68,67,0.000897,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
191,50781,1900,15.006019,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
192,1900,50781,16.375354,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
193,49485,443,0.109703,2098.0,6212.0,416,22,5124,22,13328,tcp,ssl,RSTO,ShADTadtgR,0
194,68,67,3.000361,3600.0,0.0,0,12,3936,0,0,udp,dhcp,S0,D,0
195,57239,5355,0.099798,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
196,68,67,0.000699,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
197,50781,1900,15.006998,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
198,1900,50781,17.264696,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
199,49775,5355,0.098085,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
200,68,67,0.000895,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
201,50781,1900,15.007692,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
202,1900,50781,17.701508,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
203,55514,5355,0.098298,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
204,68,67,0.001033,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
205,50781,1900,15.007853,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
206,1900,50781,17.614023,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
207,57568,5355,0.098784,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
208,68,67,0.000917,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
209,50781,1900,15.007638,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
210,1900,50781,17.599691,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
211,50359,5355,0.100435,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
212,68,67,0.000989,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
213,50781,1900,15.008367,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
214,1900,50781,17.117235,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
215,52461,5355,0.099169,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
216,68,67,0.000674,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
217,50781,1900,15.012098,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
218,1900,50781,17.103089,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
219,56209,5355,0.101963,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
220,68,67,0.00066,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
221,50781,1900,15.008489,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
222,1900,50781,17.106334,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
223,60418,5355,0.098873,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
224,68,67,0.000675,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
225,50781,1900,15.01186,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
226,1900,50781,16.807433,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
227,61560,5355,0.09942,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
228,68,67,0.000906,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
229,50781,1900,15.005521,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
230,1900,50781,17.411138,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
231,57276,5355,0.101781,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
232,68,67,0.000751,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
233,50781,1900,15.00622,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
234,1900,50781,16.715672,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
235,51554,5355,0.099046,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
236,137,137,6.891473,1100.0,0.0,0,22,1716,0,0,udp,dns,S0,D,0
237,68,67,0.000637,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
238,50781,1900,15.007046,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
239,1900,50781,16.016023,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
240,138,138,6.891631,3510.0,0.0,0,13,3874,0,0,udp,missing,S0,D,0
241,53738,5355,0.100678,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
242,68,67,0.000895,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
243,50781,1900,15.005114,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
244,1900,50781,16.764114,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
245,50414,5355,0.10154,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
246,68,67,0.000669,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
247,50781,1900,15.005034,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
248,1900,50781,16.109842,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
249,58652,5355,0.099287,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
250,68,67,0.000711,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
251,50781,1900,15.006153,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
252,1900,50781,16.318236,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
253,55205,5355,0.100694,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
254,68,67,0.000683,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
255,50781,1900,15.007447,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
256,1900,50781,16.31132,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
257,55620,5355,0.099876,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
258,68,67,0.000703,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
259,50781,1900,15.006165,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
260,1900,50781,16.34064,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
261,58096,5355,0.100558,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
262,68,67,0.000634,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
263,50781,1900,15.005709,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
264,1900,50781,16.709657,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
265,51889,5355,0.100794,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
266,68,67,0.000872,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
267,50781,1900,15.008324,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
268,1900,50781,16.61309,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
269,60759,5355,0.100151,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
270,68,67,0.000667,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
271,50781,1900,15.034435,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
272,1900,50781,16.213735,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
273,60909,5355,0.101177,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
274,56007,5355,0.095964,528.0,0.0,0,22,1144,0,0,udp,dns,S0,D,0
275,51317,5355,0.104545,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
276,55500,5355,0.09462,528.0,0.0,0,22,1144,0,0,udp,dns,S0,D,0
277,137,137,2.249055,10626.0,0.0,0,165,15246,0,0,udp,dns,S0,D,0
278,137,137,1.495757,1650.0,0.0,0,33,2574,0,0,udp,dns,S0,D,0
279,68,67,0.000243,0.0,2100.0,0,0,0,7,2296,udp,dhcp,SHR,^d,0
280,50779,3702,0.185637,5928.0,0.0,0,6,6096,0,0,udp,missing,S0,D,0
281,59435,1900,7.394381,15499.0,0.0,0,121,18887,0,0,udp,missing,S0,D,0
282,1900,59435,21.370128,39072.0,0.0,0,132,42768,0,0,udp,missing,S0,D,0
283,54909,5355,0.098719,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
284,51344,5355,0.095326,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
285,58243,5355,0.096988,528.0,0.0,0,22,1144,0,0,udp,dns,S0,D,0
286,137,137,12.137571,15576.0,0.0,0,264,22968,0,0,udp,dns,S0,D,0
287,68,67,0.001903,0.0,1200.0,0,0,0,4,1312,udp,dhcp,SHR,^d,0
288,49235,80,0.816904,211.0,1025.0,0,10,870,8,4444,tcp,http,RSTO,ShADTadtR,0
289,49236,80,0.812915,205.0,1224.0,0,10,834,6,2712,tcp,http,RSTO,ShADTadtR,0
290,50779,3702,6.337826,17796.0,0.0,0,18,18300,0,0,udp,missing,S0,D,0
291,59435,1900,14.996789,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
292,1900,59435,16.118027,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
293,68,67,46.853607,7620.0,0.0,0,25,8320,0,0,udp,dhcp,S0,D,0
294,138,138,0.000192,1206.0,0.0,0,6,1374,0,0,udp,missing,S0,D,0
295,51270,5355,0.106783,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
296,68,67,0.000668,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
297,59435,1900,15.000207,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
298,1900,59435,16.113643,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
299,49247,443,0.220763,2158.0,6212.0,0,24,5348,22,13328,tcp,ssl,RSTO,ShADTadttR,0
