dataset,flow_row_id,case_label,true_label,selection_reasons,descriptive_only,metadata_ts,metadata_uid,metadata_id.orig_h,metadata_id.orig_p,metadata_id.resp_h,metadata_id.resp_p,metadata_source_file,metadata_capture_date,metadata_label,metadata_detailedlabel,feature_id.orig_p,feature_id.resp_p,feature_duration,feature_orig_bytes,feature_resp_bytes,feature_missed_bytes,feature_orig_pkts,feature_orig_ip_bytes,feature_resp_pkts,feature_resp_ip_bytes,feature_proto,feature_service,feature_conn_state,feature_history,vm3_dt_available,vm3_dt_unavailable_reason,vm3_dt_evaluation_protocol,vm3_dt_prediction_identity,vm3_dt_predicted_label,vm3_dt_predicted_probability,vm3_dt_anomaly_score,vm3_dt_threshold,vm3_if_available,vm3_if_unavailable_reason,vm3_if_evaluation_protocol,vm3_if_prediction_identity,vm3_if_predicted_label,vm3_if_predicted_probability,vm3_if_anomaly_score,vm3_if_threshold,vm2_dt_available,vm2_dt_unavailable_reason,vm2_dt_evaluation_protocol,vm2_dt_prediction_identity,vm2_dt_predicted_label,vm2_dt_predicted_probability,vm2_dt_anomaly_score,vm2_dt_threshold,vm2_if_available,vm2_if_unavailable_reason,vm2_if_evaluation_protocol,vm2_if_prediction_identity,vm2_if_predicted_label,vm2_if_predicted_probability,vm2_if_anomaly_score,vm2_if_threshold,vm2_external_if_available,vm2_external_if_unavailable_reason,vm2_external_if_evaluation_protocol,vm2_external_if_prediction_identity,vm2_external_if_predicted_label,vm2_external_if_predicted_probability,vm2_external_if_anomaly_score,vm2_external_if_threshold,vm3_dt_if_category,vm2_standalone_dt_if_category,vm2_dt_external_if_category
VM2,5384,RedLineStealer,1,vm2_dt_external_if:B;vm2_standalone_dt_if:B,False,1676962522.559152,ChEyuh2VuYQOiw56p5,192.168.1.106,54186,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-21\zeek\conn.log.labeled,2023-02-21,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer,54186.0,2567.0,18.983827,375.0,0.0,0.0,20.0,5050.0,2.0,104.0,tcp,http,RSTO,ShADTTR,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,True,,stratified_80_20,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""stratified_80_20"", ""experiment_id"": ""vm2_dt"", ""flow_row_id"": 5384}",1,1.0,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 5384}",0,,-0.05469892840574281,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 5384}",0,,-0.019495521231792767,0.04653248926340765,not_applicable_dataset,B,B
VM2,37203,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142469.425752,CNE8cw4U8alfyh9z1c,192.168.1.106,61909,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,61909.0,443.0,2.999771,0.0,0.0,0.0,4.0,208.0,0.0,0.0,tcp,missing,S0,S,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37203}",0,,-0.06983512138826264,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37203}",0,,-0.035394015956125624,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37204,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142477.554769,CpykDl1fDErStpBfda,192.168.1.106,61910,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,61910.0,443.0,3.00264,0.0,0.0,0.0,4.0,208.0,0.0,0.0,tcp,missing,S0,S,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37204}",0,,-0.06983512138826264,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37204}",0,,-0.035394015956125624,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37205,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142485.704062,CqlSzl6XfpN5vBvR1,192.168.1.106,61911,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,61911.0,443.0,3.018312,0.0,0.0,0.0,4.0,208.0,0.0,0.0,tcp,missing,S0,S,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37205}",0,,-0.06983512138826264,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37205}",0,,-0.0352368163424957,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37209,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142493.848108,CJABGe10PZmIsZ1nu9,192.168.1.106,61912,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,61912.0,443.0,10.539047,498.0,4996.0,0.0,20.0,1844.0,16.0,10656.0,tcp,ssl,SF,ShADTadtFf,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37209}",0,,-0.07592858718852952,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37209}",0,,-0.04009956790167102,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37211,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142505.370581,CKXeje4wyBlAtiPrOi,192.168.1.106,61915,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,61915.0,443.0,3.003972,0.0,0.0,0.0,4.0,208.0,0.0,0.0,tcp,missing,S0,S,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37211}",0,,-0.06983512138826264,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37211}",0,,-0.035394015956125624,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37218,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142514.268718,CaOUwe1KhAD7UA3FL3,192.168.1.106,62617,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,62617.0,443.0,3.003364,0.0,0.0,0.0,4.0,208.0,0.0,0.0,tcp,missing,S0,S,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37218}",0,,-0.06983512138826264,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37218}",0,,-0.03442744941914749,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37222,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142522.425811,CNNZdD4gGMIDCYHwld,192.168.1.106,62619,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,62619.0,443.0,3.161911,263.0,137.0,0.0,16.0,1214.0,8.0,618.0,tcp,ssl,SF,ShADTadtFf,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37222}",0,,-0.07745024091606278,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37222}",0,,-0.042317299414118215,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37224,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142526.577456,CiM6XK8s6HurseQrk,192.168.1.106,62620,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,62620.0,443.0,3.15158,263.0,137.0,0.0,16.0,1214.0,8.0,618.0,tcp,ssl,SF,ShADTadtFf,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37224}",0,,-0.07745024091606278,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37224}",0,,-0.042317299414118215,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37225,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142530.710463,CsJF711PPuALpBXzbk,192.168.1.106,62621,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,62621.0,443.0,0.117224,263.0,137.0,0.0,14.0,1110.0,8.0,618.0,tcp,ssl,SF,ShADTadtFf,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37225}",0,,-0.07745024091606278,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37225}",0,,-0.042345929762538426,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
