flow_row_id,id.orig_p,id.resp_p,duration,orig_bytes,resp_bytes,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,proto,service,conn_state,history,label
44,59186,5355,0.099199,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
45,68,67,0.000923,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
46,60180,1900,15.167647,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
47,1900,60180,16.409708,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
48,60426,5355,0.098605,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
49,68,67,0.000701,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
50,60180,1900,15.1104,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
51,1900,60180,16.358165,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
52,52023,5355,0.099392,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
53,68,67,0.000916,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
54,60180,1900,15.157365,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
55,1900,60180,16.409646,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
56,52732,5355,0.102466,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
57,68,67,0.000924,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
58,60180,1900,15.145935,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
59,1900,60180,16.40704,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
60,49717,5355,0.099066,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
61,68,67,0.000707,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
62,60180,1900,15.156263,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
63,1900,60180,16.392454,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
64,54676,5355,0.099865,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
65,68,67,0.000927,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
66,60180,1900,15.187568,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
67,1900,60180,16.0132,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
68,61608,5355,0.102098,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
69,68,67,0.000709,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
70,60180,1900,15.160786,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
71,1900,60180,16.637175,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
72,137,137,0.000219,550.0,0.0,0,11,858,0,0,udp,dns,S0,D,0
73,57170,5355,0.101308,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
74,138,138,6.922216,3159.0,0.0,0,13,3523,0,0,udp,missing,S0,D,0
75,68,67,0.000974,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
76,60180,1900,15.148444,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
77,1900,60180,16.408169,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
78,59522,5355,0.098334,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
79,68,67,0.000693,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
80,60180,1900,15.170735,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
81,1900,60180,16.410237,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
82,54266,5355,0.100091,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
83,68,67,0.000699,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
84,60180,1900,15.006936,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
85,1900,60180,16.154911,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
86,55832,5355,0.099857,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
87,68,67,0.00094,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
88,60180,1900,15.00735,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
89,1900,60180,16.105716,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
90,54902,5355,0.098384,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
91,68,67,0.000909,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
92,60180,1900,15.00871,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
93,1900,60180,16.109129,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
94,54358,5355,0.100053,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
95,68,67,0.000925,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
96,60180,1900,15.007408,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
97,1900,60180,16.11232,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
98,63444,5355,0.098659,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
99,68,67,0.000703,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
100,60180,1900,15.008856,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
101,1900,60180,16.112332,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
102,55304,5355,0.100789,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
103,68,67,0.000695,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
104,60180,1900,15.004852,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
105,1900,60180,16.107321,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
106,59937,5355,0.098942,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
107,68,67,0.00092,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
108,60180,1900,15.005416,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
109,1900,60180,16.100249,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
110,60197,5355,0.100427,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
111,68,67,0.000707,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
112,60180,1900,15.004499,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
113,1900,60180,16.103699,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
114,51673,5355,0.100488,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
115,68,67,0.000951,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
116,60180,1900,15.007937,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
117,1900,60180,16.160688,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
118,62587,5355,0.099987,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
119,68,67,0.000692,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
120,60180,1900,15.005566,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
121,1900,60180,17.110075,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
122,55208,5355,0.098823,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
123,68,67,0.000729,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
124,60180,1900,15.015519,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
125,1900,60180,16.105663,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
126,58209,5355,0.098336,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
127,68,67,0.000704,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
128,60180,1900,15.004275,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
129,1900,60180,16.167114,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
130,59061,5355,0.100094,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
131,68,67,0.000907,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
132,60180,1900,15.00522,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
133,1900,60180,16.089539,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
134,55143,5355,0.100222,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
135,68,67,0.000668,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
136,60180,1900,15.005723,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
137,1900,60180,15.692874,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
138,53837,5355,0.09913,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
139,68,67,0.000899,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
140,60180,1900,15.004886,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
141,1900,60180,15.357793,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
142,59536,5355,0.099416,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
143,68,67,0.000696,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
144,60180,1900,15.005746,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
145,1900,60180,16.112162,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
146,58030,5355,0.100287,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
147,68,67,0.000931,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
148,60180,1900,15.016273,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
149,1900,60180,16.106144,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
150,65531,5355,0.099115,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
151,68,67,0.000732,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
152,60180,1900,15.007112,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
153,1900,60180,16.102008,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
154,54270,5355,0.099653,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
155,68,67,0.000917,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
156,60180,1900,15.005875,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
157,1900,60180,16.200212,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
158,61862,5355,0.099929,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
159,68,67,0.00097,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
160,60180,1900,15.004336,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
161,1900,60180,16.119191,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
162,55433,5355,0.098921,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
163,68,67,0.000703,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
164,60180,1900,15.00911,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
165,1900,60180,16.108627,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
166,51007,5355,0.10035,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
167,137,137,0.000188,550.0,0.0,0,11,858,0,0,udp,dns,S0,D,0
168,68,67,0.000907,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
169,60180,1900,15.007442,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
170,1900,60180,16.111026,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
171,138,138,6.84429,3402.0,0.0,0,14,3794,0,0,udp,missing,S0,D,0
172,60313,5355,0.100467,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
173,68,67,0.000738,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
174,60180,1900,15.006616,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
175,1900,60180,16.107598,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
176,55444,5355,0.098996,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
177,68,67,0.000699,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
178,60180,1900,15.005545,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
179,1900,60180,16.098182,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
180,58721,5355,0.099184,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
181,68,67,0.000906,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
182,60180,1900,15.005493,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
183,1900,60180,16.099497,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
184,49407,5355,0.098929,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
185,68,67,0.000697,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
186,60180,1900,15.00591,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
187,1900,60180,16.022526,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
188,49965,80,29.671604,191.0,1322.0,0,12,910,8,5632,tcp,http,RSTO,ShADTadtR,0
189,49966,80,27.860992,468.0,1538.0,0,14,1520,10,3500,tcp,http,RSTO,ShADTadtR,0
190,68,67,2.996973,3600.0,0.0,0,12,3936,0,0,udp,dhcp,S0,D,0
191,52524,5355,0.099364,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
192,49967,80,117.205535,286.0,190.0,0,14,1156,10,804,tcp,http,RSTO,ShADTadtR,0
193,68,67,0.000931,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
194,60180,1900,15.00528,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
195,1900,60180,17.416776,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
196,64426,5355,0.098174,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
197,68,67,0.000717,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
198,60180,1900,15.004715,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
199,1900,60180,16.106514,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
200,54346,5355,0.100284,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
201,68,67,0.000892,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
202,60180,1900,15.004566,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
203,1900,60180,16.014385,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
204,55639,5355,0.101865,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
205,68,67,0.00091,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
206,60180,1900,15.005587,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
207,1900,60180,16.51239,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
208,55671,5355,0.100212,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
209,68,67,0.000708,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
210,60180,1900,15.009002,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
211,1900,60180,16.115277,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
212,53093,5355,0.098948,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
213,68,67,0.000675,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
214,60180,1900,15.006986,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
215,1900,60180,16.110425,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
216,59790,5355,0.100675,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
217,68,67,0.000904,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
218,60180,1900,15.007064,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
219,1900,60180,16.119232,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
220,64252,5355,0.099526,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
221,68,67,0.000911,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
222,60180,1900,15.005173,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
223,1900,60180,16.108102,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
224,63588,5355,0.100184,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
225,68,67,0.000734,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
226,60180,1900,15.01063,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
227,1900,60180,16.12153,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
228,50349,5355,0.099734,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
229,68,67,0.000696,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
230,60180,1900,15.005433,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
231,1900,60180,14.508853,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
232,58842,5355,0.100541,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
233,68,67,0.000693,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
234,60180,1900,15.006575,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
235,1900,60180,16.110695,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
236,49995,443,0.140177,2098.0,6209.0,0,20,5020,22,13322,tcp,ssl,RSTO,ShADTadtR,0
237,68,67,2.998858,3600.0,0.0,0,12,3936,0,0,udp,dhcp,S0,D,0
238,50788,5355,0.101178,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
239,68,67,0.000915,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
240,60180,1900,15.008281,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
241,1900,60180,16.121816,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
242,53074,5355,0.100117,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
243,68,67,0.000712,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
244,60180,1900,15.005002,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
245,1900,60180,17.817403,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
246,53965,5355,0.100636,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
247,68,67,0.000916,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
248,60180,1900,15.006225,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
249,1900,60180,16.113169,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
250,64618,5355,0.100454,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
251,68,67,0.000939,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
252,60180,1900,14.999165,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
253,1900,60180,16.094495,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
254,57513,5355,0.099574,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
255,68,67,0.000704,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
256,60180,1900,15.012893,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
257,1900,60180,16.108342,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
258,50160,5355,0.099312,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
259,68,67,0.000685,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
260,60180,1900,15.00682,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
261,1900,60180,15.998686,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
262,53119,5355,0.099108,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
263,68,67,0.000673,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
264,60180,1900,15.005786,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
265,1900,60180,16.115733,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
266,53087,5355,0.101194,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
267,68,67,0.00066,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
268,60180,1900,15.045585,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
269,1900,60180,16.203554,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
270,137,137,0.000326,550.0,0.0,0,11,858,0,0,udp,dns,S0,D,0
271,138,138,6.859481,2916.0,0.0,0,12,3252,0,0,udp,missing,S0,D,0
272,64987,5355,0.108737,506.0,0.0,0,22,1122,0,0,udp,dns,S0,D,0
273,68,67,0.000676,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
274,60180,1900,15.055512,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
275,1900,60180,16.518885,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
276,59432,5355,0.000231,253.0,0.0,0,11,561,0,0,udp,dns,S0,D,0
277,68,67,0.000776,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
278,60180,1900,15.202438,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
279,1900,60180,16.505882,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
280,51821,5355,0.000217,253.0,0.0,0,11,561,0,0,udp,dns,S0,D,0
281,68,67,0.000884,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
282,60180,1900,15.15249,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
283,1900,60180,16.400452,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
284,56069,5355,0.000216,253.0,0.0,0,11,561,0,0,udp,dns,S0,D,0
285,68,67,0.000933,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
286,60180,1900,15.144367,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
287,1900,60180,16.352723,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
288,53489,5355,0.000217,253.0,0.0,0,11,561,0,0,udp,dns,S0,D,0
289,68,67,0.000676,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
290,60180,1900,15.228458,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
291,1900,60180,16.510102,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
292,60512,5355,0.000225,253.0,0.0,0,11,561,0,0,udp,dns,S0,D,0
293,68,67,0.000934,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
294,60180,1900,15.15429,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
295,1900,60180,14.441837,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
296,51440,5355,0.000334,253.0,0.0,0,11,561,0,0,udp,dns,S0,D,0
297,68,67,0.002599,616.0,600.0,0,2,672,2,656,udp,dhcp,SF,Dd,0
298,60180,1900,15.045613,8778.0,0.0,0,66,10626,0,0,udp,missing,S0,D,0
299,1900,60180,16.880625,21312.0,0.0,0,72,23328,0,0,udp,missing,S0,D,0
300,63387,5355,0.000325,253.0,0.0,0,11,561,0,0,udp,dns,S0,D,0
