timestamp_utc,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,history,orig_pkts,resp_pkts
2023-02-21 06:55:22.559151888+00:00,1676962522.559152,ChEyuh2VuYQOiw56p5,192.168.1.106,54186,4.234.116.12,2567,tcp,http,18.983827,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 06:55:46.528301001+00:00,1676962546.528301,CaJkNq4wtjeb3U6mtb,192.168.1.106,54194,4.234.116.12,2567,tcp,http,18.95191,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 06:56:10.481798887+00:00,1676962570.481799,C0eVjN1HMR8TCwg1M1,192.168.1.106,59675,4.234.116.12,2567,tcp,http,18.984464,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 06:56:34.450788975+00:00,1676962594.450789,CDfISW3UFIKtDwVIR4,192.168.1.106,59676,4.234.116.12,2567,tcp,http,18.967785,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 06:56:58.419940948+00:00,1676962618.419941,C4cgEX2Y7Sqs1IPCD3,192.168.1.106,59679,4.234.116.12,2567,tcp,http,18.998867,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 06:57:22.422750950+00:00,1676962642.422751,CUpc1KHbygjF364Bb,192.168.1.106,59682,4.234.116.12,2567,tcp,http,18.978865,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 06:57:46.398612976+00:00,1676962666.398613,CYssEt14h2oLzuevC6,192.168.1.106,59685,4.234.116.12,2567,tcp,http,18.997547,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 06:58:10.398854017+00:00,1676962690.398854,CL1sdu1qzlgW1Ftrfb,192.168.1.106,59686,4.234.116.12,2567,tcp,http,18.950448,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 06:58:34.335134983+00:00,1676962714.335135,CsA5W03aKD9FY4Mahc,192.168.1.106,59687,4.234.116.12,2567,tcp,http,18.968276,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 06:58:58.313935995+00:00,1676962738.313936,CZ6aX92mTO69rrbit4,192.168.1.106,59688,4.234.116.12,2567,tcp,http,18.941694,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 06:59:22.256732941+00:00,1676962762.256733,Ch1Jlz2WpM0nt4g078,192.168.1.106,59693,4.234.116.12,2567,tcp,http,18.951415,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 06:59:46.193785906+00:00,1676962786.193786,CBokSfduw6GJAilz,192.168.1.106,59699,4.234.116.12,2567,tcp,http,18.983345,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:00:10.178389072+00:00,1676962810.178389,CjNr0a4FITMHk3UMSh,192.168.1.106,59700,4.234.116.12,2567,tcp,http,18.953925,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:00:34.194514990+00:00,1676962834.194515,Cs5BPF1egddwiyvECj,192.168.1.106,59703,4.234.116.12,2567,tcp,http,18.967088,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:00:58.163234949+00:00,1676962858.163235,CVkl4e1pCh6b2VXrpe,192.168.1.106,59704,4.234.116.12,2567,tcp,http,18.951841,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:01:22.116045952+00:00,1676962882.116046,Cn0F9M2Pru1BT3wt74,192.168.1.106,61882,4.234.116.12,2567,tcp,http,18.982951,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:01:46.100496054+00:00,1676962906.100496,Ck1pepoUPk664H1bg,192.168.1.106,61883,4.234.116.12,2567,tcp,http,18.951273,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:02:10.052833080+00:00,1676962930.052833,CNAw3j3R3F0kBgiEA6,192.168.1.106,61886,4.234.116.12,2567,tcp,http,18.952001,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:02:34.021876097+00:00,1676962954.021876,CtmwEO2rn6j8MHnDal,192.168.1.106,61889,4.234.116.12,2567,tcp,http,18.966638,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:02:57.942208052+00:00,1676962977.942208,C9Ap9t2tHzQFtzKcd3,192.168.1.106,61890,4.234.116.12,2567,tcp,http,18.951075,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:03:21.847160101+00:00,1676963001.847160,C8pJhjcaXZHRf0Did,192.168.1.106,61891,4.234.116.12,2567,tcp,http,18.951185,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:03:45.768455982+00:00,1676963025.768456,COmIjS2YMBMhff1zS9,192.168.1.106,61892,4.234.116.12,2567,tcp,http,18.95179,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:04:09.720860004+00:00,1676963049.720860,CPxRFb1xtyggd6jMij,192.168.1.106,61896,4.234.116.12,2567,tcp,http,18.968625,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:04:33.689414978+00:00,1676963073.689415,C2cpmaNXUJuHQH9P4,192.168.1.106,61897,4.234.116.12,2567,tcp,http,18.982821,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:04:57.673546076+00:00,1676963097.673546,Cowcgd4wB7gSugpdTb,192.168.1.106,61898,4.234.116.12,2567,tcp,http,18.967296,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:05:21.610728979+00:00,1676963121.610729,CfaUqk376bai3GGrjl,192.168.1.106,61899,4.234.116.12,2567,tcp,http,18.951973,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:05:45.564311028+00:00,1676963145.564311,C66fAL1mb7XyknC521,192.168.1.106,61900,4.234.116.12,2567,tcp,http,18.951385,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:06:09.501034021+00:00,1676963169.501034,Cl4inT2XP20HmSfbqe,192.168.1.106,62617,4.234.116.12,2567,tcp,http,18.983013,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:06:33.484855890+00:00,1676963193.484856,CWEsJB4fFbuv933Ufb,192.168.1.106,62618,4.234.116.12,2567,tcp,http,18.967157,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:06:57.455137014+00:00,1676963217.455137,CVaHkc2P2mNcM9MO4j,192.168.1.106,62619,4.234.116.12,2567,tcp,http,18.965768,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:07:21.390933990+00:00,1676963241.390934,CurUOL2atz997oWPS2,192.168.1.106,62620,4.234.116.12,2567,tcp,http,18.951535,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:07:45.312757969+00:00,1676963265.312758,CZv2t62pZ5KbnA8fM,192.168.1.106,62623,4.234.116.12,2567,tcp,http,18.951843,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:08:09.265441894+00:00,1676963289.265442,CHvRPW2GYD7bc4o4D3,192.168.1.106,62626,4.234.116.12,2567,tcp,http,18.967017,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:08:33.202826023+00:00,1676963313.202826,CByvtjmTH1j54yDZ1,192.168.1.106,62627,4.234.116.12,2567,tcp,http,18.951331,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:08:57.156049013+00:00,1676963337.156049,CrMjN32lhVzFY73T84,192.168.1.106,62628,4.234.116.12,2567,tcp,http,18.966952,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:09:21.093437910+00:00,1676963361.093438,CMycbl1dGlTryt4uW4,192.168.1.106,62631,4.234.116.12,2567,tcp,http,18.935853,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:09:44.999115944+00:00,1676963384.999116,Cj8HXF452iqhD2VJ4d,192.168.1.106,62634,4.234.116.12,2567,tcp,http,18.952007,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:10:08.921170950+00:00,1676963408.921171,ClHEs04a4VafDtizY9,192.168.1.106,62635,4.234.116.12,2567,tcp,http,18.9512,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:10:32.842359066+00:00,1676963432.842359,Ckk9Q4Nd0HV3kdn5b,192.168.1.106,62636,4.234.116.12,2567,tcp,http,18.951879,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:10:56.780179977+00:00,1676963456.780180,C1QQuG3Yc3Snii6Ijl,192.168.1.106,62637,4.234.116.12,2567,tcp,http,18.936067,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:11:20.685985088+00:00,1676963480.685985,ChTP7y4XDiImn1YaQ4,192.168.1.106,51297,4.234.116.12,2567,tcp,http,18.935842,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:11:44.593410015+00:00,1676963504.593410,C883c233Sppb9EUW9k,192.168.1.106,51298,4.234.116.12,2567,tcp,http,18.950364,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:12:08.560359001+00:00,1676963528.560359,CCpE0m24yge993RD1c,192.168.1.106,51299,4.234.116.12,2567,tcp,http,18.967815,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:12:32.529334068+00:00,1676963552.529334,CDlrjkUtGOnd4BZQ4,192.168.1.106,51300,4.234.116.12,2567,tcp,http,18.9669,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:12:56.497900009+00:00,1676963576.497900,Czu2364EtoTmbQlX73,192.168.1.106,51305,4.234.116.12,2567,tcp,http,18.982497,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:13:20.450614929+00:00,1676963600.450615,CYXYa63DXhmtmh4wX5,192.168.1.106,51306,4.234.116.12,2567,tcp,http,18.951759,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:13:44.387599945+00:00,1676963624.387600,CFRXayDPznsEwQsC3,192.168.1.106,51307,4.234.116.12,2567,tcp,http,18.967828,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:14:08.356544018+00:00,1676963648.356544,CCVu0i15jzHsGElhG3,192.168.1.106,51311,4.234.116.12,2567,tcp,http,18.967763,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:14:32.278120041+00:00,1676963672.278120,C46x5x1tH7RGui6Zn1,192.168.1.106,51314,4.234.116.12,2567,tcp,http,18.970727,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:14:56.247638941+00:00,1676963696.247639,CiwS8H3F3eKqKhlrTe,192.168.1.106,51315,4.234.116.12,2567,tcp,http,18.965932,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:15:20.183351040+00:00,1676963720.183351,CcPBwv40oWUQqhWN2f,192.168.1.106,51316,4.234.116.12,2567,tcp,http,18.952076,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:15:44.136708975+00:00,1676963744.136709,CRU9wG1LT1Iu7xkmte,192.168.1.106,51317,4.234.116.12,2567,tcp,http,18.96698,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:16:08.105046034+00:00,1676963768.105046,CmBjJU1Yju5kV2zKE2,192.168.1.106,51318,4.234.116.12,2567,tcp,http,18.951351,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:16:32.089695930+00:00,1676963792.089696,C5UiIk3TrWAe8ajSLg,192.168.1.106,55302,4.234.116.12,2567,tcp,http,18.951436,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:16:56.041862011+00:00,1676963816.041862,CmqVSH2MQdXVrJzXp8,192.168.1.106,55303,4.234.116.12,2567,tcp,http,18.967568,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:17:20.010731936+00:00,1676963840.010732,CytuhB2xtMbz9kA3uc,192.168.1.106,55306,4.234.116.12,2567,tcp,http,18.98314,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:17:43.963511944+00:00,1676963863.963512,CgT2zJ1WdWPzclgJv9,192.168.1.106,55307,4.234.116.12,2567,tcp,http,18.983296,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:18:07.948338985+00:00,1676963887.948339,CfjUnx227zzQ0bkfK8,192.168.1.106,55313,4.234.116.12,2567,tcp,http,18.935822,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:18:31.869649887+00:00,1676963911.869650,C1wD2vLzhYK4WP2fh,192.168.1.106,55314,4.234.116.12,2567,tcp,http,18.967765,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:18:55.839042902+00:00,1676963935.839043,C1NQpi4od3r6L2f4Kk,192.168.1.106,55315,4.234.116.12,2567,tcp,http,18.967115,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:19:19.807800055+00:00,1676963959.807800,C3Mb6m1z9J4s70ev2a,192.168.1.106,55316,4.234.116.12,2567,tcp,http,18.951806,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:19:43.729418039+00:00,1676963983.729418,C9EyyJBrE3axTjXEa,192.168.1.106,55317,4.234.116.12,2567,tcp,http,18.95268,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:20:07.683315039+00:00,1676964007.683315,CPwf1J1m1YQaWpObca,192.168.1.106,55326,4.234.116.12,2567,tcp,http,18.983142,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:20:31.636898994+00:00,1676964031.636899,C7IH8S18kjA8316Ksk,192.168.1.106,55327,4.234.116.12,2567,tcp,http,18.967038,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:20:55.606283903+00:00,1676964055.606284,C722U11Q7MQy9Jst9j,192.168.1.106,55328,4.234.116.12,2567,tcp,http,18.966105,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:21:19.542917967+00:00,1676964079.542918,CndwEOZX8dcGgGwjb,192.168.1.106,58344,4.234.116.12,2567,tcp,http,18.951435,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:21:43.449079990+00:00,1676964103.449080,CXTnkJ1qz5Pbk7yrzj,192.168.1.106,58347,4.234.116.12,2567,tcp,http,18.983594,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:22:07.417486906+00:00,1676964127.417487,C87FEB3HK4XiLOhLx,192.168.1.106,58348,4.234.116.12,2567,tcp,http,18.983541,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:22:31.401964903+00:00,1676964151.401965,CjY6h340UiGFEmF565,192.168.1.106,58349,4.234.116.12,2567,tcp,http,18.951603,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:22:55.339802980+00:00,1676964175.339803,Cr0br53EdxovBkqkI6,192.168.1.106,58350,4.234.116.12,2567,tcp,http,18.966927,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:23:19.276792049+00:00,1676964199.276792,Ciz0Z74CQGX7X8F3t7,192.168.1.106,58354,4.234.116.12,2567,tcp,http,18.951647,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:23:43.230096102+00:00,1676964223.230096,CJtoKD3KPhUyOBoHD8,192.168.1.106,58355,4.234.116.12,2567,tcp,http,18.951981,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:24:07.151653051+00:00,1676964247.151653,CFxFHl43I0IjccLhe,192.168.1.106,58356,4.234.116.12,2567,tcp,http,18.951912,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:24:31.104943037+00:00,1676964271.104943,CzmGgz4YuZT2Dk4uI5,192.168.1.106,58357,4.234.116.12,2567,tcp,http,18.951494,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:24:55.058120966+00:00,1676964295.058121,ClMjo71ftqcbCHJDEd,192.168.1.106,58358,4.234.116.12,2567,tcp,http,18.95121,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:25:19.011341095+00:00,1676964319.011341,CSTw7j4tiwsTl5RStd,192.168.1.106,58359,4.234.116.12,2567,tcp,http,18.982485,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:25:42.996614933+00:00,1676964342.996615,CrGHxZ3XUiqMQTyz16,192.168.1.106,58360,4.234.116.12,2567,tcp,http,18.967607,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:26:06.964436054+00:00,1676964366.964436,CEcMkH27bjCGIEo6hj,192.168.1.106,58364,4.234.116.12,2567,tcp,http,18.952061,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:26:30.870753050+00:00,1676964390.870753,Cx9ryG1pSc2kOrmW8f,192.168.1.106,52786,4.234.116.12,2567,tcp,http,18.967802,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:26:54.824687004+00:00,1676964414.824687,C4NxRpdhtH0oCCy7b,192.168.1.106,52789,4.234.116.12,2567,tcp,http,18.967629,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:27:18.794370890+00:00,1676964438.794371,C2LqnG2TmzNz9oX7Rg,192.168.1.106,52790,4.234.116.12,2567,tcp,http,18.959506,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:27:42.755106926+00:00,1676964462.755107,Cxll0l2PsXnc8PRwce,192.168.1.106,52791,4.234.116.12,2567,tcp,http,18.984004,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:28:06.739281893+00:00,1676964486.739282,CdJIFi0U2lyhmRjxg,192.168.1.106,52792,4.234.116.12,2567,tcp,http,18.951311,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:28:30.660965919+00:00,1676964510.660966,CFpsw61qPkmkwKffk,192.168.1.106,52793,4.234.116.12,2567,tcp,http,18.967704,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:28:54.613610983+00:00,1676964534.613611,CVTHcC3g0Lj7J3ugN2,192.168.1.106,52797,4.234.116.12,2567,tcp,http,18.952033,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:29:18.567373991+00:00,1676964558.567374,C5h2eI2mUahsjOxxW5,192.168.1.106,52799,4.234.116.12,2567,tcp,http,18.951371,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:29:42.520318030+00:00,1676964582.520318,C3bSgK1d1xxkW4u4Bc,192.168.1.106,52800,4.234.116.12,2567,tcp,http,18.953009,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:30:06.473649979+00:00,1676964606.473650,Cd83qD3e61MTKJHZCd,192.168.1.106,52801,4.234.116.12,2567,tcp,http,18.982908,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:30:30.458522081+00:00,1676964630.458522,CZ0s6t1hqfhIrejLt,192.168.1.106,52804,4.234.116.12,2567,tcp,http,18.966492,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:30:54.426583052+00:00,1676964654.426583,CmEv1k2mKvXknlW37j,192.168.1.106,52805,4.234.116.12,2567,tcp,http,18.967176,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:31:18.394856930+00:00,1676964678.394857,COTvLU8GkmDl5OS3d,192.168.1.106,53552,4.234.116.12,2567,tcp,http,18.983286,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:31:42.364131927+00:00,1676964702.364132,CMn6Eb3KjQwZ36vTie,192.168.1.106,53553,4.234.116.12,2567,tcp,http,18.982789,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:32:06.348170996+00:00,1676964726.348171,CD3TPG2WEKWllI8orh,192.168.1.106,53558,4.234.116.12,2567,tcp,http,18.982794,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:32:30.331964016+00:00,1676964750.331964,C2MxQ6aelrUhp7qFc,192.168.1.106,53559,4.234.116.12,2567,tcp,http,18.984323,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:32:54.316744089+00:00,1676964774.316744,CsvDtd1hSCTGKqopz7,192.168.1.106,53560,4.234.116.12,2567,tcp,http,18.967798,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:33:18.285955906+00:00,1676964798.285956,C3KRcy1gRh1pqcUjnl,192.168.1.106,53561,4.234.116.12,2567,tcp,http,18.952025,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:33:42.239532948+00:00,1676964822.239533,CD1MpI3cA7hhG19lHc,192.168.1.106,53562,4.234.116.12,2567,tcp,http,18.966475,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:34:06.206887007+00:00,1676964846.206887,CTysPf37rRAubTCKnd,192.168.1.106,53565,4.234.116.12,2567,tcp,http,18.950064,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:34:30.142249107+00:00,1676964870.142249,CUCC2i2wdoNPzPy85l,192.168.1.106,53566,4.234.116.12,2567,tcp,http,18.967573,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:34:54.079840899+00:00,1676964894.079841,CXbznL1nWlAWxwkABg,192.168.1.106,53567,4.234.116.12,2567,tcp,http,18.95541,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:35:18.038481951+00:00,1676964918.038482,CemKNtMdKaTf8vDOa,192.168.1.106,53571,4.234.116.12,2567,tcp,http,18.957259,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:35:41.982876062+00:00,1676964941.982876,CvNhcv3FBSJo4MpVZi,192.168.1.106,53574,4.234.116.12,2567,tcp,http,18.970825,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:36:05.923028946+00:00,1676964965.923029,C2ao2J1ovlia7tPuFj,192.168.1.106,53575,4.234.116.12,2567,tcp,http,18.964851,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:36:29.872059107+00:00,1676964989.872059,C7pY794jfn3NG0b7t8,192.168.1.106,60003,4.234.116.12,2567,tcp,http,18.949184,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:36:53.790199995+00:00,1676965013.790200,CQLTqa3gPoM2rdoStj,192.168.1.106,60004,4.234.116.12,2567,tcp,http,18.950626,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:37:17.726083994+00:00,1676965037.726084,CSBrQv2FWyoBj5goB7,192.168.1.106,60005,4.234.116.12,2567,tcp,http,18.966725,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:37:41.678466082+00:00,1676965061.678466,CU1AxJemAfgYniMK,192.168.1.106,60006,4.234.116.12,2567,tcp,http,18.966919,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:38:05.646822929+00:00,1676965085.646823,CjhRdZfip8ny083hf,192.168.1.106,60009,4.234.116.12,2567,tcp,http,18.951922,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:38:29.599941015+00:00,1676965109.599941,CAzhkP2iShanT6QsFg,192.168.1.106,60010,4.234.116.12,2567,tcp,http,18.952462,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:38:53.553287983+00:00,1676965133.553288,CYzJfy2eHgtoAZz35f,192.168.1.106,60011,4.234.116.12,2567,tcp,http,18.951055,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:39:17.505670071+00:00,1676965157.505670,Cy0Pyx4guAnHiSMTkl,192.168.1.106,60014,4.234.116.12,2567,tcp,http,18.952116,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:39:41.428976059+00:00,1676965181.428976,CBtb9d4vfyd4JWeac9,192.168.1.106,60015,4.234.116.12,2567,tcp,http,18.95067,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:40:05.349595070+00:00,1676965205.349595,CgWrkk1nQwYkYUZU8c,192.168.1.106,60016,4.234.116.12,2567,tcp,http,18.951411,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:40:29.302777052+00:00,1676965229.302777,CB5o9k1uQfBwVNqzLf,192.168.1.106,60020,4.234.116.12,2567,tcp,http,18.967581,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:40:53.272051096+00:00,1676965253.272051,C9sUpF4Fji5twRAbGi,192.168.1.106,60023,4.234.116.12,2567,tcp,http,18.967017,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:41:17.224303007+00:00,1676965277.224303,CUAasz29IFmv5k2kkj,192.168.1.106,60024,4.234.116.12,2567,tcp,http,18.984843,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:41:41.209394932+00:00,1676965301.209395,C7IYFp4a73T09HRo58,192.168.1.106,52103,4.234.116.12,2567,tcp,http,18.951177,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:42:05.162045002+00:00,1676965325.162045,CfwW9s2sSfuH6iMZnj,192.168.1.106,52106,4.234.116.12,2567,tcp,http,18.96722,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:42:29.115453959+00:00,1676965349.115454,CPZrbp2yuz4q0vsFJ7,192.168.1.106,52107,4.234.116.12,2567,tcp,http,18.951268,375.0,0.0,RSTO,ShADTTR,20,2
2023-02-21 07:42:53.037249088+00:00,1676965373.037249,C9z0NXT5qxX0nxTd3,192.168.1.106,52110,4.234.116.12,2567,tcp,http,18.951203,375.0,0.0,RSTO,ShADTTR,20,2
