ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,timestamp_utc
1677199025.477829,CUzYeK1VMpOvI3uFCl,192.168.1.106,60020,192.168.1.108,139,tcp,"krb,smb,gssapi",13.377439,3906,899,SF,-,-,0,ShDdaAFf,15,4518,13,1431,-,2023-02-24 00:37:05.477828979+00:00
1677199552.003238,CWk1tc1cVPKHvhwfFj,192.168.1.106,55502,192.168.1.108,445,tcp,"krb,smb,gssapi",11.803276,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 00:45:52.003237963+00:00
1677199750.972403,CsJx7U1mHMILabBMva,192.168.1.106,65259,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.252838,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 00:49:10.972403049+00:00
1677199750.985358,CGhd7Z1lubiLFsT4v6,192.168.1.106,65260,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.240019,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 00:49:10.985358+00:00
1677199751.005208,Ci1TbT3hXPG20kJRv2,192.168.1.106,65261,192.168.1.108,139,tcp,"krb,smb,gssapi",12.220169,3906,899,SF,-,-,0,ShDdaAFf,15,4518,13,1431,-,2023-02-24 00:49:11.005208015+00:00
1677200458.960991,CLu10X1SOvUk4trFx4,192.168.1.106,50745,192.168.1.108,445,tcp,"krb,smb,gssapi",13.752563,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 01:00:58.960990906+00:00
1677200476.755244,CUcyWd1No65xDXRUeg,192.168.1.106,50746,192.168.1.108,139,tcp,"smb,gssapi,ntlm",11.059975,1005,1208,SF,-,-,0,ShDdAFf,13,1537,10,1620,-,2023-02-24 01:01:16.755244017+00:00
1677200476.789449,CmY1UM81aGYtUQoP3,192.168.1.106,50747,192.168.1.108,139,tcp,"smb,gssapi,ntlm",11.026972,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 01:01:16.789448977+00:00
1677200476.799733,CNI4E821yhhqN5zie1,192.168.1.106,50748,192.168.1.108,139,tcp,"krb,smb,gssapi",11.017256,3906,904,SF,-,-,0,ShDdaAFf,15,4518,13,1436,-,2023-02-24 01:01:16.799732924+00:00
1677201202.749250,CezY7p2HCNM6ooNgFc,192.168.1.106,62937,192.168.1.108,139,tcp,"smb,gssapi,ntlm",11.886805,1005,1208,SF,-,-,0,ShDdAFf,13,1537,10,1620,-,2023-02-24 01:13:22.749249935+00:00
1677201202.759657,Cccr9N1ciWfpftpCY4,192.168.1.106,62938,192.168.1.108,139,tcp,"smb,gssapi,ntlm",11.877562,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 01:13:22.759656906+00:00
1677201202.774507,CapkO92AMbBhsKUoR7,192.168.1.106,62939,192.168.1.108,139,tcp,"krb,smb,gssapi",11.863652,3906,899,SF,-,-,0,ShDdaAFf,15,4518,13,1431,-,2023-02-24 01:13:22.774507046+00:00
1677201366.098175,CJCBbT3CvdB3yO4qi9,192.168.1.106,62940,192.168.1.108,445,tcp,"krb,smb,gssapi",13.754284,3873,1205,RSTO,-,-,0,ShADdaR,13,4405,9,1577,-,2023-02-24 01:16:06.098175049+00:00
1677201927.738274,CKAy8u4AFRDQbpckrh,192.168.1.106,49799,192.168.1.108,139,tcp,"smb,gssapi,ntlm",15.778468,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 01:25:27.738274097+00:00
1677201927.748561,Cr7orn4rkTBsqr0x0j,192.168.1.106,49800,192.168.1.108,139,tcp,"smb,gssapi,ntlm",15.769046,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 01:25:27.748560905+00:00
1677201927.761119,CKTmkr2RGb45Dd1jP1,192.168.1.106,49801,192.168.1.108,139,tcp,"krb,smb,gssapi",15.757116,3906,899,SF,-,-,0,ShDdaAFf,15,4518,13,1431,-,2023-02-24 01:25:27.761118889+00:00
1677202272.397464,COV9Iz3EgKHlbMAImc,192.168.1.106,64338,192.168.1.108,445,tcp,"krb,smb,gssapi",11.665222,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 01:31:12.397464037+00:00
1677202653.238460,CAV0pUfF7lQ6UwWi6,192.168.1.106,63231,192.168.1.108,139,tcp,"smb,gssapi,ntlm",11.620166,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 01:37:33.238460064+00:00
1677202653.246644,C8R4by1Fhl4miNNS3h,192.168.1.106,63232,192.168.1.108,139,tcp,"smb,gssapi,ntlm",11.613248,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 01:37:33.246644020+00:00
1677202653.256852,CUfjAF3WQLn8EvJzGc,192.168.1.106,63233,192.168.1.108,139,tcp,"krb,smb,gssapi",11.603754,3906,899,SF,-,-,0,ShDdaAFf,15,4518,13,1431,-,2023-02-24 01:37:33.256851912+00:00
1677203179.405907,CNa4Sw4JOCUKy58dTj,192.168.1.106,64829,192.168.1.108,445,tcp,"krb,smb,gssapi",9.713318,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 01:46:19.405906916+00:00
1677203379.188222,CrIjwc2YXLUg9y61cg,192.168.1.106,54581,192.168.1.108,139,tcp,"smb,gssapi,ntlm",18.449759,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 01:49:39.188221931+00:00
1677203379.200205,CFCgtx7RORwtW7DZe,192.168.1.106,54582,192.168.1.108,139,tcp,"smb,gssapi,ntlm",18.439988,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 01:49:39.200205088+00:00
1677203379.221463,CdU6fyrsuCBkobHc8,192.168.1.106,54583,192.168.1.108,139,tcp,"krb,smb,gssapi",18.419986,3906,899,SF,-,-,0,ShDdaAFf,15,4518,13,1431,-,2023-02-24 01:49:39.221462965+00:00
1677204086.269797,Cs4nXe2BQGsvRyYr78,192.168.1.106,54529,192.168.1.108,445,tcp,"krb,smb,gssapi",11.636364,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,9,1577,-,2023-02-24 02:01:26.269797087+00:00
1677204104.725310,Ctyyml3hMMxm0jWx7,192.168.1.106,54530,192.168.1.108,139,tcp,"smb,gssapi,ntlm",13.290870,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 02:01:44.725310087+00:00
1677204104.740292,C1rpEM1eWohZabSLna,192.168.1.106,54531,192.168.1.108,139,tcp,"smb,gssapi,ntlm",13.277811,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 02:01:44.740292072+00:00
1677204104.761044,CnK6vZ2S97zMNQXhf,192.168.1.106,54532,192.168.1.108,139,tcp,"krb,smb,gssapi",13.257582,3906,899,SF,-,-,0,ShDdaAFf,15,4518,13,1431,-,2023-02-24 02:01:44.761044025+00:00
1677204830.152831,CwJGJ8DbaNrDiyHl8,192.168.1.106,51743,192.168.1.108,139,tcp,"smb,gssapi,ntlm",14.176544,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 02:13:50.152831078+00:00
1677204830.160794,CAAJ0p1zJxQNyGqUah,192.168.1.106,51744,192.168.1.108,139,tcp,"smb,gssapi,ntlm",14.168581,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 02:13:50.160794020+00:00
1677204830.170662,CSvwgN2428LlsufZe1,192.168.1.106,51745,192.168.1.108,139,tcp,"krb,smb,gssapi",14.158713,3906,904,SF,-,-,0,ShDdaAFf,15,4518,13,1436,-,2023-02-24 02:13:50.170661926+00:00
1677204992.872727,CZr93YPTeynvJtdoi,192.168.1.106,51593,192.168.1.108,445,tcp,"krb,smb,gssapi",11.646483,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,9,1577,-,2023-02-24 02:16:32.872726917+00:00
1677205555.547965,CPBS7n1jGtt5xUW4A,192.168.1.106,55863,192.168.1.108,139,tcp,"smb,gssapi,ntlm",13.006249,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 02:25:55.547965050+00:00
1677205555.556517,CCbU1Y1xlIhOgphkWh,192.168.1.106,55864,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.999838,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 02:25:55.556516886+00:00
1677205555.567105,CMyn924I05VBP5C6ob,192.168.1.106,55865,192.168.1.108,139,tcp,"krb,smb,gssapi",12.991507,3906,899,SF,-,-,0,ShDdaAFf,15,4518,13,1431,-,2023-02-24 02:25:55.567105055+00:00
1677205899.253491,C4B0Rw3TqHpAZ7r9Ne,192.168.1.106,62756,192.168.1.108,445,tcp,"krb,smb,gssapi",11.620832,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,9,1577,-,2023-02-24 02:31:39.253490924+00:00
1677206280.357667,Clqxpg3Dgbv0Og4Cre,192.168.1.106,52506,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.890260,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 02:38:00.357666969+00:00
1677206280.369188,Ci0GZx22xb95w3zIT,192.168.1.106,52507,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.879215,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 02:38:00.369188070+00:00
1677206280.383627,CBHKnx28Ia5Q8dynpj,192.168.1.106,52508,192.168.1.108,139,tcp,"krb,smb,gssapi",12.865863,3906,904,SF,-,-,0,ShDdaAFf,15,4518,13,1436,-,2023-02-24 02:38:00.383626938+00:00
1677206806.269871,CvJ2yN1Gt9ngLcgVs8,192.168.1.106,54183,192.168.1.108,445,tcp,"krb,smb,gssapi",15.609890,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 02:46:46.269870996+00:00
1677207006.867607,C7NwBs16pNcSPh3nRg,192.168.1.106,58579,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.802295,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 02:50:06.867607117+00:00
1677207006.880031,CCrqIf4phEC0ZasKGh,192.168.1.106,58580,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.790802,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 02:50:06.880031109+00:00
1677207006.894995,CpqVl4NyicYA2Y4Sc,192.168.1.106,58581,192.168.1.108,139,tcp,"krb,smb,gssapi",12.777825,3906,899,SF,-,-,0,ShDdaAFf,15,4518,13,1431,-,2023-02-24 02:50:06.894994974+00:00
1677207715.483614,CPFZC03MiKpWBDwCwk,192.168.1.106,61888,192.168.1.108,445,tcp,"krb,smb,gssapi",11.532571,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,9,1577,-,2023-02-24 03:01:55.483613968+00:00
1677207734.677839,CXWjPB3MGvTjtJ2Jg1,192.168.1.106,61889,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.576836,1005,1208,SF,-,-,0,ShDdAFf,13,1537,10,1620,-,2023-02-24 03:02:14.677839041+00:00
1677207734.691969,COJQJg35OjA3hIUy2c,192.168.1.106,61890,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.565227,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 03:02:14.691968918+00:00
1677207734.711494,C7Ljpx2eQ7awxnjSe,192.168.1.106,61891,192.168.1.108,139,tcp,"krb,smb,gssapi",12.545905,3906,899,SF,-,-,0,ShDdaAFf,14,4478,12,1391,-,2023-02-24 03:02:14.711493969+00:00
1677208462.599342,CsjAd34u4B1iKmOh01,192.168.1.106,65092,192.168.1.108,139,tcp,"smb,gssapi,ntlm",10.420443,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 03:14:22.599342108+00:00
1677208462.614038,CbO7WK3jIsiIYZolpg,192.168.1.106,65093,192.168.1.108,139,tcp,"smb,gssapi,ntlm",10.406652,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 03:14:22.614037991+00:00
1677208462.630697,CmUhG52lU97Sn9G3Sl,192.168.1.106,65094,192.168.1.108,139,tcp,"krb,smb,gssapi",10.390787,3906,904,SF,-,-,0,ShDdaAFf,15,4518,13,1436,-,2023-02-24 03:14:22.630697012+00:00
1677208625.270176,CYjw5023rtt7VLm9oa,192.168.1.106,53977,192.168.1.108,445,tcp,"krb,smb,gssapi",12.633755,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 03:17:05.270175934+00:00
1677209189.877526,CjW8ogqC0NUeTLIzc,192.168.1.106,55070,192.168.1.108,139,tcp,"smb,gssapi,ntlm",10.228136,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 03:26:29.877526045+00:00
1677209189.888852,CXnmNP1DDsNk8SWpt5,192.168.1.106,55071,192.168.1.108,139,tcp,"smb,gssapi,ntlm",10.217768,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 03:26:29.888851881+00:00
1677209189.903449,CSNV36RNe83EToFk2,192.168.1.106,55072,192.168.1.108,139,tcp,"krb,smb,gssapi",10.203840,3906,904,SF,-,-,0,ShDdaAFf,15,4518,13,1436,-,2023-02-24 03:26:29.903449059+00:00
1677209533.730875,CO96Ub2oaHJHOGwXg,192.168.1.106,59576,192.168.1.108,445,tcp,"krb,smb,gssapi",12.615175,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 03:32:13.730875015+00:00
1677209916.997640,CCw6ba2QBJuOjdqC3d,192.168.1.106,60779,192.168.1.108,139,tcp,"smb,gssapi,ntlm",9.075802,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 03:38:36.997639894+00:00
1677209917.011702,CZrWxl49jwpJMwj7wk,192.168.1.106,60780,192.168.1.108,139,tcp,"smb,gssapi,ntlm",9.063091,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 03:38:37.011702061+00:00
1677209917.026061,CdyHq423MPebUOU6J9,192.168.1.106,60781,192.168.1.108,139,tcp,"krb,smb,gssapi",9.049571,3906,899,SF,-,-,0,ShDdaAFf,15,4518,12,1391,-,2023-02-24 03:38:37.026061058+00:00
1677210442.938095,CqjqJ53o6phrwHsUA8,192.168.1.106,61768,192.168.1.108,445,tcp,"krb,smb,gssapi",10.542197,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 03:47:22.938095093+00:00
1677210644.666459,CTK3vI2bUusDD7QLj7,192.168.1.106,62060,192.168.1.108,139,tcp,"smb,gssapi,ntlm",14.019856,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 03:50:44.666459084+00:00
1677210644.679907,CnKJ5K3mMBmmUuXKkd,192.168.1.106,62061,192.168.1.108,139,tcp,"smb,gssapi,ntlm",14.006688,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 03:50:44.679907084+00:00
1677210644.701998,CChdrW3RDSyEGTji0d,192.168.1.106,62062,192.168.1.108,139,tcp,"krb,smb,gssapi",13.985954,3906,899,SF,-,-,0,ShDdaAFf,15,4518,13,1431,-,2023-02-24 03:50:44.701997995+00:00
1677211352.063453,Ckifr2oLVvw7CaC2l,192.168.1.106,55282,192.168.1.108,445,tcp,"krb,smb,gssapi",13.476915,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 04:02:32.063452959+00:00
1677211371.979670,ChzsFN2rk54Q1RHpQ7,192.168.1.106,55283,192.168.1.108,139,tcp,"smb,gssapi,ntlm",13.868217,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 04:02:51.979670048+00:00
1677211371.990816,CUpwAs2jQir1vErQZ8,192.168.1.106,55284,192.168.1.108,139,tcp,"smb,gssapi,ntlm",13.857906,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 04:02:51.990816116+00:00
1677211372.008208,CgfOI33Ybob0AN4Rqc,192.168.1.106,55285,192.168.1.108,139,tcp,"krb,smb,gssapi",13.842171,3906,904,SF,-,-,0,ShDdaAFf,15,4518,13,1436,-,2023-02-24 04:02:52.008208036+00:00
1677212098.902622,CYNOGKaGkOMyi6PY4,192.168.1.106,64333,192.168.1.108,139,tcp,"smb,gssapi,ntlm",10.668726,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 04:14:58.902621984+00:00
1677212098.912992,CDrqRf1AYlnDUhDNE4,192.168.1.106,64334,192.168.1.108,139,tcp,"smb,gssapi,ntlm",10.658673,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 04:14:58.912992001+00:00
1677212098.927981,CNjoQk1mafHDCZNIoa,192.168.1.106,64335,192.168.1.108,139,tcp,"krb,smb,gssapi",10.644419,3906,899,SF,-,-,0,ShDdaAFf,15,4518,12,1391,-,2023-02-24 04:14:58.927980900+00:00
1677212260.660918,CHC5Dc4MyHWPPLG1a9,192.168.1.106,49356,192.168.1.108,445,tcp,"krb,smb,gssapi",12.446727,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 04:17:40.660917997+00:00
1677212825.763187,CaGNtt4687yYIu9dql,192.168.1.106,54853,192.168.1.108,139,tcp,"smb,gssapi,ntlm",10.411254,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 04:27:05.763186932+00:00
1677212825.775621,CNZ7Gh4UaypPMFTii8,192.168.1.106,54854,192.168.1.108,139,tcp,"smb,gssapi,ntlm",10.400851,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 04:27:05.775620937+00:00
1677212825.790246,CqQ7pc3IHeWPJ4eFk,192.168.1.106,54855,192.168.1.108,139,tcp,"krb,smb,gssapi",10.386504,3906,904,SF,-,-,0,ShDdaAFf,15,4518,14,1476,-,2023-02-24 04:27:05.790246010+00:00
1677213169.511768,CuvbG81mAgC8mWAafl,192.168.1.106,54190,192.168.1.108,445,tcp,"krb,smb,gssapi",14.440048,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 04:32:49.511768103+00:00
1677213553.597165,CksKMo3jOksJA1EDLi,192.168.1.106,57385,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.275322,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 04:39:13.597165108+00:00
1677213553.607708,CYeASt1JwOCpB12a31,192.168.1.106,57386,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.266363,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 04:39:13.607707977+00:00
1677213553.621539,CnxwUUpMfXk4CMaWf,192.168.1.106,57387,192.168.1.108,139,tcp,"krb,smb,gssapi",12.255524,3906,904,SF,-,-,0,ShDdaAFf,15,4518,13,1436,-,2023-02-24 04:39:13.621539116+00:00
1677214078.140483,C1tmNn4rVuVkkTkuvd,192.168.1.106,62395,192.168.1.108,445,tcp,"krb,smb,gssapi",11.356723,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 04:47:58.140482903+00:00
1677214280.066231,CtT4xz4xtlYarFv638,192.168.1.106,54260,192.168.1.108,139,tcp,"smb,gssapi,ntlm",10.115409,1005,1208,SF,-,-,0,ShDdAFf,13,1537,10,1620,-,2023-02-24 04:51:20.066231012+00:00
1677214280.083425,CZH0sB41X2FGiwaLhd,192.168.1.106,54261,192.168.1.108,139,tcp,"smb,gssapi,ntlm",10.099287,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 04:51:20.083425045+00:00
1677214280.099482,CCVweg4NPmFpAO0Q94,192.168.1.106,54262,192.168.1.108,139,tcp,"krb,smb,gssapi",15.123572,3906,899,SF,-,-,0,ShDdaAFf,15,4518,13,1431,-,2023-02-24 04:51:20.099482059+00:00
1677214986.734075,CRHLuytHx8DNoS8Za,192.168.1.106,61702,192.168.1.108,445,tcp,"krb,smb,gssapi",13.410105,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 05:03:06.734075069+00:00
1677215007.273922,CDSV9G4I7IYOxDME28,192.168.1.106,61703,192.168.1.108,139,tcp,"smb,gssapi,ntlm",13.038891,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 05:03:27.273921967+00:00
1677215007.349794,Cuc9bH30ji3oyMy3y,192.168.1.106,61704,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.963718,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 05:03:27.349793911+00:00
1677215007.384330,CTfFd24PlT8O78KqC8,192.168.1.106,61705,192.168.1.108,139,tcp,"krb,smb,gssapi",12.929914,3906,904,SF,-,-,0,ShDdaAFf,15,4518,13,1436,-,2023-02-24 05:03:27.384330034+00:00
1677215734.725197,Cy6kx2342DiRZP8DUa,192.168.1.106,53516,192.168.1.108,139,tcp,"smb,gssapi,ntlm",9.750069,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 05:15:34.725197077+00:00
1677215734.741589,CFglnf2JCQPvQfxZ96,192.168.1.106,53517,192.168.1.108,139,tcp,"smb,gssapi,ntlm",9.736085,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 05:15:34.741589069+00:00
1677215734.758850,CtlmQr4THeXXAPynD5,192.168.1.106,53518,192.168.1.108,139,tcp,"krb,smb,gssapi",9.719800,3906,904,SF,-,-,0,ShDdaAFf,15,4518,13,1436,-,2023-02-24 05:15:34.758850098+00:00
1677215895.579354,C96qGsv3OPWtJ35uc,192.168.1.106,54781,192.168.1.108,445,tcp,"krb,smb,gssapi",14.438120,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 05:18:15.579354048+00:00
1677216462.516988,CTKiI83gxBxpKpugk7,192.168.1.106,59676,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.570987,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 05:27:42.516988039+00:00
1677216462.534134,CK7A8CFOVdJmJioyf,192.168.1.106,59677,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.556512,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 05:27:42.534133910+00:00
1677216462.552938,CtaiTA3830SL9xOD61,192.168.1.106,59678,192.168.1.108,139,tcp,"krb,smb,gssapi",12.538438,3906,904,SF,-,-,0,ShDdaAFf,15,4518,13,1436,-,2023-02-24 05:27:42.552937984+00:00
1677216804.680037,CayTPU3mNdFyFYxBx7,192.168.1.106,57408,192.168.1.108,445,tcp,"krb,smb,gssapi",11.373421,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 05:33:24.680037022+00:00
1677217189.803649,Cri7ZE4II111YItZVb,192.168.1.106,54380,192.168.1.108,139,tcp,"smb,gssapi,ntlm",13.447262,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 05:39:49.803648949+00:00
1677217189.816795,Cc73ak1LuZz8YCX8xb,192.168.1.106,54381,192.168.1.108,139,tcp,"smb,gssapi,ntlm",13.437961,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 05:39:49.816795111+00:00
1677217189.829061,CkRx1B38m14e3M7kK8,192.168.1.106,54382,192.168.1.108,139,tcp,"krb,smb,gssapi",13.426673,3906,899,SF,-,-,0,ShDdaAFf,15,4518,13,1431,-,2023-02-24 05:39:49.829061031+00:00
1677217713.858280,Cex0A112lNaGfrIa43,192.168.1.106,60214,192.168.1.108,445,tcp,"krb,smb,gssapi",15.360294,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 05:48:33.858279943+00:00
1677217917.025380,CSnhni2GnO2cbMaxM3,192.168.1.106,61919,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.309877,1005,1208,SF,-,-,0,ShDdAaFf,13,1537,11,1660,-,2023-02-24 05:51:57.025379896+00:00
